Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location
WOLVES FC vs SMITTY WERBENJAGERMANJENSEN,03/27/2026,08:20 PM,03/27/2026,09:05 PM,False,"WOLVES FC vs SMITTY WERBENJAGERMANJENSEN
Field: 3
Division: Coed F Fri
Result:","Let's Play Soccer, 11448 W President Dr #8967, Boise, ID 83713"


